codes,description
4878311000001104,Glatiramer acetate 20mg powder and solvent for solution for injection vials
4880311000001105,Copaxone 20mg powder and solvent for solution for injection vials (Teva UK Ltd)
4880411000001103,Copaxone 20mg powder and solvent for solution for injection vials (Teva UK Ltd)
4897811000001103,Mycophenolate mofetil 1g/5ml oral suspension sugar free
4881111000001102,Mycophenolate mofetil 1g/5ml oral suspension sugar free
4881311000001100,CellCept 1g/5ml oral suspension (Roche Products Ltd)
4881411000001107,CellCept 1g/5ml oral suspension (Roche Products Ltd)
4956811000001100,Dacarbazine 600mg powder for solution for infusion vials
4943511000001109,Dacarbazine 600mg powder for solution for infusion vials
4943611000001108,Dacarbazine 600mg powder for solution for infusion vials (Hospira UK Ltd)
4943711000001104,Dacarbazine 600mg powder for solution for infusion vials (Hospira UK Ltd)
326869004,Fluorouracil 250mg capsules
4948611000001101,Fluorouracil 250mg capsules
4948711000001105,Fluorouracil 250mg capsules (Cambridge Laboratories Ltd)
4948811000001102,Fluorouracil 250mg capsules (Cambridge Laboratories Ltd)
36068411000001110,Fluorouracil 500mg/10ml solution for injection vials
4949811000001109,Fluorouracil 500mg/10ml solution for injection vials
4950211000001103,Fluorouracil 500mg/10ml solution for injection vials
4950411000001104,Fluorouracil 500mg/10ml solution for injection vials (A A H Pharmaceuticals Ltd)
4951011000001104,Fluorouracil 500mg/10ml solution for injection vials (A A H Pharmaceuticals Ltd)
4951111000001103,Fluorouracil 500mg/10ml solution for injection vials (Pfizer Ltd)
4951211000001109,Fluorouracil 500mg/10ml solution for injection vials (Pfizer Ltd)
4951311000001101,Fluorouracil 500mg/10ml solution for injection vials (medac UK)
4951411000001108,Fluorouracil 500mg/10ml solution for injection vials (medac UK)
20272011000001104,Fluorouracil 500mg/10ml solution for injection vials (Accord Healthcare Ltd)
20272111000001108,Fluorouracil 500mg/10ml solution for injection vials (Accord Healthcare Ltd)
4957011000001109,Fluorouracil 1g/20ml solution for injection vials
4954411000001105,Fluorouracil 1g/20ml solution for injection vials
4954511000001109,Fluorouracil 1g/20ml solution for injection vials
4954711000001104,Fluorouracil 1g/20ml solution for injection vials (Hospira UK Ltd)
4954811000001107,Fluorouracil 1g/20ml solution for injection vials (Hospira UK Ltd)
4954911000001102,Fluorouracil 1g/20ml solution for injection vials (medac UK)
4955011000001102,Fluorouracil 1g/20ml solution for injection vials (medac UK)
20272211000001100,Fluorouracil 1g/20ml solution for injection vials (Accord Healthcare Ltd)
20272511000001104,Fluorouracil 1g/20ml solution for injection vials (Accord Healthcare Ltd)
36068211000001104,Fluorouracil 2.5g/50ml solution for infusion vials
4958511000001102,Fluorouracil 2.5g/50ml solution for infusion vials
4958811000001104,Fluorouracil 2.5g/50ml solution for infusion vials (A A H Pharmaceuticals Ltd)
4959811000001106,Fluorouracil 2.5g/50ml solution for infusion vials (A A H Pharmaceuticals Ltd)
4959011000001100,Fluorouracil 2.5g/50ml solution for infusion vials (Pfizer Ltd)
4959111000001104,Fluorouracil 2.5g/50ml solution for infusion vials (Pfizer Ltd)
4959311000001102,Fluorouracil 2.5g/50ml solution for infusion vials (medac UK)
4959511000001108,Fluorouracil 2.5g/50ml solution for infusion vials (medac UK)
20272711000001108,Fluorouracil 2.5g/50ml solution for infusion vials (Accord Healthcare Ltd)
20272811000001100,Fluorouracil 2.5g/50ml solution for infusion vials (Accord Healthcare Ltd)
4969811000001101,Fluorouracil 5g/100ml solution for infusion vials
4962111000001104,Fluorouracil 5g/100ml solution for infusion vials
4962711000001103,Fluorouracil 5g/100ml solution for infusion vials (Pfizer Ltd)
4963011000001109,Fluorouracil 5g/100ml solution for infusion vials (Pfizer Ltd)
4963311000001107,Fluorouracil 5g/100ml solution for infusion vials (medac UK)
4963411000001100,Fluorouracil 5g/100ml solution for infusion vials (medac UK)
20271611000001104,Fluorouracil 5g/100ml solution for infusion vials (Accord Healthcare Ltd)
20271811000001108,Fluorouracil 5g/100ml solution for infusion vials (Accord Healthcare Ltd)
28962711000001104,Fluorouracil 5g/100ml solution for infusion vials (A A H Pharmaceuticals Ltd)
28962911000001100,Fluorouracil 5g/100ml solution for infusion vials (A A H Pharmaceuticals Ltd)
327002004,Procarbazine 50mg capsules
4998311000001101,Procarbazine 50mg capsules
4998511000001107,Procarbazine 50mg capsules (A A H Pharmaceuticals Ltd)
4998611000001106,Procarbazine 50mg capsules (A A H Pharmaceuticals Ltd)
4998711000001102,Procarbazine 50mg capsules (Alliance Pharmaceuticals Ltd)
4998811000001105,Procarbazine 50mg capsules (Alliance Pharmaceuticals Ltd)
4998911000001100,Procarbazine 50mg capsules (Alliance Healthcare (Distribution) Ltd)
4999011000001109,Procarbazine 50mg capsules (Alliance Healthcare (Distribution) Ltd)
35894411000001100,Adalimumab 40mg/0.8ml solution for injection pre-filled syringes
5007311000001102,Adalimumab 40mg/0.8ml solution for injection pre-filled syringes
5007511000001108,Humira 40mg/0.8ml solution for injection pre-filled syringes (AbbVie Ltd)
5007611000001107,Humira 40mg/0.8ml solution for injection pre-filled syringes (AbbVie Ltd)
36004911000001108,Amgevita 40mg/0.8ml solution for injection pre-filled syringes (Amgen Ltd)
36005011000001108,Amgevita 40mg/0.8ml solution for injection pre-filled syringes (Amgen Ltd)
36085111000001104,Hulio 40mg/0.8ml solution for injection pre-filled syringes (Mylan)
36085211000001104,Hulio 40mg/0.8ml solution for injection pre-filled syringes (Mylan)
36234511000001104,Hyrimoz 40mg/0.8ml solution for injection pre-filled syringes (Sandoz Ltd)
36234611000001104,Hyrimoz 40mg/0.8ml solution for injection pre-filled syringes (Sandoz Ltd)
36460211000001104,Imraldi 40mg/0.8ml solution for injection pre-filled syringes (Biogen Idec Ltd)
36460311000001104,Imraldi 40mg/0.8ml solution for injection pre-filled syringes (Biogen Idec Ltd)
38364311000001104,Idacio 40mg/0.8ml solution for injection pre-filled syringes (Fresenius Kabi Ltd)
38364511000001104,Idacio 40mg/0.8ml solution for injection pre-filled syringes (Fresenius Kabi Ltd)
35906211000001100,Basiliximab 10mg powder and solvent for solution for injection vials
5007711000001103,Basiliximab 10mg powder and solvent for solution for injection vials
5007811000001106,Simulect 10mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
5007911000001101,Simulect 10mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
326734008,Cyclophosphamide 500mg powder for solution for injection vials
5008711000001102,Cyclophosphamide 500mg powder for solution for injection vials
5009311000001107,Cyclophosphamide 500mg powder for solution for injection vials
5009111000001105,Cyclophosphamide 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
18758411000001104,Cyclophosphamide 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
5009511000001101,Cyclophosphamide 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
5009611000001102,Endoxana 500mg powder for solution for injection vials (Baxter Healthcare Ltd)
5009711000001106,Endoxana 500mg powder for solution for injection vials (Baxter Healthcare Ltd)
5009911000001108,Cyclophosphamide 500mg powder for solution for injection vials (Pfizer Ltd)
5010111000001102,Cyclophosphamide 500mg powder for solution for injection vials (Pfizer Ltd)
5010211000001108,Cyclophosphamide 500mg powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
20970911000001104,Cyclophosphamide 500mg powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
5010311000001100,Cyclophosphamide 500mg powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
17053911000001100,Cyclophosphamide 500mg powder for solution for injection vials (Baxter Healthcare Ltd)
17054011000001102,Cyclophosphamide 500mg powder for solution for injection vials (Baxter Healthcare Ltd)
34177711000001108,Cyclophosphamide 500mg powder for solution for injection vials (Sandoz Ltd)
34177811000001100,Cyclophosphamide 500mg powder for solution for injection vials (Sandoz Ltd)
34819811000001108,Chlormethine 10mg solution for injection vials
5011911000001106,Chlormethine 10mg solution for injection vials
5012011000001104,Chlormethine 10mg solution for injection vials (A A H Pharmaceuticals Ltd)
5012111000001103,Chlormethine 10mg solution for injection vials (A A H Pharmaceuticals Ltd)
327212001,Interferon alfa-2b 25million units/2.5ml solution for injection multidose vials
5235111000001107,Interferon alfa-2b 25million units/2.5ml solution for injection multidose vials
5235211000001101,IntronA 25million units/2.5ml solution for injection multidose vials (Organon Pharma (UK) Ltd)
5235311000001109,IntronA 25million units/2.5ml solution for injection multidose vials (Organon Pharma (UK) Ltd)
326735009,Cyclophosphamide 1g powder for solution for injection vials
7258611000001108,Cyclophosphamide 1g powder for solution for injection vials
7258711000001104,Cyclophosphamide 1g powder for solution for injection vials
7258211000001106,Endoxana 1g powder for solution for injection vials (Baxter Healthcare Ltd)
7258811000001107,Endoxana 1g powder for solution for injection vials (Baxter Healthcare Ltd)
7258311000001103,Cyclophosphamide 1g powder for solution for injection vials (Pfizer Ltd)
7259711000001108,Cyclophosphamide 1g powder for solution for injection vials (Pfizer Ltd)
17054111000001100,Cyclophosphamide 1g powder for solution for injection vials (Baxter Healthcare Ltd)
17054211000001108,Cyclophosphamide 1g powder for solution for injection vials (Baxter Healthcare Ltd)
18032111000001104,Cyclophosphamide 1g powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
20971011000001104,Cyclophosphamide 1g powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
18032211000001108,Cyclophosphamide 1g powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
18758511000001104,Cyclophosphamide 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
18758611000001108,Cyclophosphamide 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
28926411000001104,Cyclophosphamide 1g powder for solution for injection vials (Sandoz Ltd)
28926511000001104,Cyclophosphamide 1g powder for solution for injection vials (Sandoz Ltd)
326733002,Cyclophosphamide 200mg powder for solution for injection vials
7261611000001105,Cyclophosphamide 200mg powder for solution for injection vials
7262611000001104,Endoxana 200mg powder for solution for injection vials (Baxter Healthcare Ltd)
7263211000001107,Endoxana 200mg powder for solution for injection vials (Baxter Healthcare Ltd)
326756006,Ifosfamide 2g powder for solution for injection vials
7266911000001109,Ifosfamide 2g powder for solution for injection vials
7267211000001103,Mitoxana 2g powder for solution for injection vials (Baxter Healthcare Ltd)
7267611000001101,Mitoxana 2g powder for solution for injection vials (Baxter Healthcare Ltd)
17220411000001104,Ifosfamide 2g powder for concentrate for solution for injection vials (Baxter Healthcare Ltd)
17220511000001108,Ifosfamide 2g powder for concentrate for solution for injection vials (Baxter Healthcare Ltd)
22449711000001104,Ifosfamide 2g powder for concentrate for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
22449911000001108,Ifosfamide 2g powder for concentrate for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
326755005,Ifosfamide 1g powder for solution for injection vials
7268511000001101,Ifosfamide 1g powder for solution for injection vials
7268711000001106,Mitoxana 1g powder for solution for injection vials (Baxter Healthcare Ltd)
7268911000001108,Mitoxana 1g powder for solution for injection vials (Baxter Healthcare Ltd)
17220211000001106,Ifosfamide 1g powder for concentrate for solution for injection vials (Baxter Healthcare Ltd)
17220311000001104,Ifosfamide 1g powder for concentrate for solution for injection vials (Baxter Healthcare Ltd)
22449011000001108,Ifosfamide 1g powder for concentrate for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
22449311000001104,Ifosfamide 1g powder for concentrate for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
22566811000001108,Ifosfamide 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
22566911000001104,Ifosfamide 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
326816000,Mitomycin 2mg powder for solution for injection vials
7271311000001108,Mitomycin 2mg powder for solution for injection vials
7276411000001107,Mitomycin-C Kyowa 2mg powder for solution for injection vials (Kyowa Kirin Ltd)
7276511000001106,Mitomycin-C Kyowa 2mg powder for solution for injection vials (Kyowa Kirin Ltd)
34737911000001104,Mitomycin 2mg powder for solution for injection vials (Accord Healthcare Ltd)
34738011000001100,Mitomycin 2mg powder for solution for injection vials (Accord Healthcare Ltd)
326813008,Mitomycin 40mg powder for intravesical solution vials
7271411000001101,Mitomycin 40mg powder for intravesical solution vials
7275711000001109,Mitomycin-C Kyowa 40mg powder for intravesical solution vials (Kyowa Kirin Ltd)
7275811000001101,Mitomycin-C Kyowa 40mg powder for intravesical solution vials (Kyowa Kirin Ltd)
326815001,Mitomycin 10mg powder for solution for injection vials
7271711000001107,Mitomycin 10mg powder for solution for injection vials
7275911000001106,Mitomycin-C Kyowa 10mg powder for solution for injection vials (Kyowa Kirin Ltd)
7276111000001102,Mitomycin-C Kyowa 10mg powder for solution for injection vials (Kyowa Kirin Ltd)
34738111000001104,Mitomycin 10mg powder for solution for injection vials (Accord Healthcare Ltd)
34738211000001104,Mitomycin 10mg powder for solution for injection vials (Accord Healthcare Ltd)
326814002,Mitomycin 20mg powder for solution for injection vials
7272011000001102,Mitomycin 20mg powder for solution for injection vials
